Row ID,Order ID,Order Month in word,Order Date,Ship Date,Avg Shipping time,Order year,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
247,OR-2018-761571,Jan,1/10/2018,1/13/2018,3,2018,Second Class,CT-55635,Claire Taylor,Corporate,United States,Springfield,Alabama,40536,South,TEC-CO-18345100,Technology,Copiers,Canon imageCLASS Copier,152
248,NE-2017-740544,May,5/13/2017,5/17/2017,4,2017,Standard Class,LG-53065,Linda Garcia,Consumer,United States,Fairview,Alaska,78741,West,OFF-ST-56154055,Office Supplies,Storage,Plastic Stackable Storage,9
249,MO-2018-872590,Jul,7/24/2018,7/27/2018,3,2018,Standard Class,WT-73136,William Taylor,Consumer,United States,Fairview,Utah,75546,West,FUR-CH-56850478,Furniture,Chairs,Ergonomic Mesh Task Chair,32
250,MA-2015-265412,Jun,6/26/2015,6/30/2015,4,2015,Standard Class,LM-29044,Laura Miller,Consumer,United States,Fairview,Maryland,64079,East,TEC-PH-61672312,Technology,Phones,Apple iPhone 8,41
251,MA-2015-100742,Jul,7/8/2015,7/10/2015,2,2015,Second Class,JG-55737,James Gute,Home Office,United States,Springfield,Montana,60262,West,OFF-PA-89708509,Office Supplies,Paper,Premium Photo Paper,66
252,WY-2017-638675,Mar,3/10/2017,3/16/2017,6,2017,Standard Class,JM-87105,John Martin,Consumer,United States,Springfield,South Carolina,76122,South,FUR-TA-66152253,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,87
253,MA-2015-418472,Aug,8/8/2015,8/9/2015,1,2015,First Class,JL-62875,James Lee,Corporate,United States,Denver,Colorado,99932,West,FUR-TA-97627037,Furniture,Tables,Adjustable Height Table,70
254,AR-2016-211408,Nov,11/15/2016,11/16/2016,1,2016,First Class,SM-10661,Sarah Martin,Consumer,United States,Cambridge,Massachusetts,62069,East,FUR-TA-88421776,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,18
255,MA-2018-267524,Nov,11/21/2018,11/27/2018,6,2018,Standard Class,LB-21544,Linda Brown,Consumer,United States,Albany,New York,82783,East,OFF-ST-29326623,Office Supplies,Storage,Desktop File Organizer,56
256,RH-2015-398574,May,5/7/2015,5/10/2015,3,2015,Second Class,JT-21678,Jessica Taylor,Consumer,United States,Portland,Oregon,76983,West,TEC-PH-31706497,Technology,Phones,Android Smartphone,72
257,CA-2018-163209,Sep,9/10/2018,9/16/2018,6,2018,Standard Class,CJ-94032,Claire Jackson,Home Office,United States,Spokane,Washington,87021,West,FUR-TA-41029671,Furniture,Tables,Conference Room Table,15
258,KE-2015-151221,Mar,3/28/2015,3/28/2015,0,2015,Same Day,WJ-91880,William Jackson,Corporate,United States,Greenville,West Virginia,95906,East,TEC-PH-45236296,Technology,Phones,Apple iPhone 8,15
259,TE-2015-924422,Jun,6/2/2015,6/3/2015,1,2015,First Class,LJ-62090,Linda Johnson,Consumer,United States,Fairview,Alaska,27377,West,OFF-ST-59769560,Office Supplies,Storage,Fellowes Bankers Box,62
260,CO-2017-380892,Jun,6/14/2017,6/15/2017,1,2017,First Class,LJ-64426,Linda Jackson,Corporate,United States,Phoenix,Arizona,24891,West,FUR-CH-30926136,Furniture,Chairs,Ergonomic Mesh Task Chair,36
261,TE-2018-984006,Nov,11/22/2018,11/26/2018,4,2018,Standard Class,SM-33324,Susan Miller,Consumer,United States,Erie,Pennsylvania,62771,East,FUR-TA-30011066,Furniture,Tables,Adjustable Height Table,18
262,ID-2015-967929,Mar,3/5/2015,3/9/2015,4,2015,Standard Class,SJ-16742,Sean Johnson,Consumer,United States,Buffalo,New York,50436,East,TEC-CO-44325095,Technology,Copiers,Canon imageCLASS Copier,47
263,FL-2016-228314,Aug,8/2/2016,8/8/2016,6,2016,Standard Class,DW-56609,David Wilson,Corporate,United States,Springfield,New Hampshire,61364,East,OFF-BI-70482079,Office Supplies,Binders,Cardinal Heavyweight Binders,41
264,CA-2019-743431,Apr,4/5/2019,4/10/2019,5,2019,Standard Class,DD-46266,David Davis,Consumer,United States,Fairview,South Carolina,81823,South,TEC-AC-71931304,Technology,Accessories,Logitech Wireless Mouse,50
265,NE-2019-640723,Jan,1/28/2019,2/2/2019,5,2019,Standard Class,SG-25706,Susan Garcia,Consumer,United States,Boston,Massachusetts,93853,East,OFF-PA-97850505,Office Supplies,Paper,Premium Photo Paper,13
266,NE-2017-721581,Feb,2/1/2017,2/5/2017,4,2017,Standard Class,JM-57973,Jessica Martin,Corporate,United States,Springfield,Kansas,47567,Central,TEC-CO-28217388,Technology,Copiers,Canon imageCLASS Copier,164
267,AL-2017-186571,Dec,12/6/2017,12/6/2017,0,2017,Same Day,MT-83799,Michael Thomas,Consumer,United States,Dallas,Texas,74613,South,FUR-CH-45357323,Furniture,Chairs,Global Deluxe Stacking Chair,73
268,NE-2016-269703,Oct,10/1/2016,10/6/2016,5,2016,Standard Class,KL-74246,Karen Lee,Home Office,United States,San Diego,California,27711,West,TEC-AC-96820973,Technology,Accessories,USB-C Hub,43
269,IL-2018-168974,Feb,2/4/2018,2/10/2018,6,2018,Standard Class,WM-38602,William Martin,Corporate,United States,Fairview,Virginia,58109,East,TEC-PH-72100786,Technology,Phones,Apple iPhone 8,44
270,OK-2017-643720,Sep,9/19/2017,9/20/2017,1,2017,First Class,ET-11099,Emily Thomas,Home Office,United States,Fairview,Vermont,11962,East,FUR-TA-63305066,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,49
271,MA-2016-987930,Jun,6/8/2016,6/10/2016,2,2016,Second Class,SS-45195,Susan Smith,Corporate,United States,Springfield,Virginia,55337,East,FUR-CH-58568144,Furniture,Chairs,Global Deluxe Stacking Chair,20
272,IO-2015-704785,Feb,2/16/2015,2/18/2015,2,2015,Second Class,RS-40982,Robert Smith,Home Office,United States,Fairview,Wyoming,59079,West,FUR-CH-16795934,Furniture,Chairs,Ergonomic Mesh Task Chair,48
273,WY-2015-739684,Mar,3/18/2015,3/20/2015,2,2015,Second Class,DM-11285,David Martin,Consumer,United States,Springfield,Connecticut,76189,East,TEC-CO-90403641,Technology,Copiers,HP OfficeJet Pro,24
274,IN-2019-986125,Sep,9/26/2019,9/27/2019,1,2019,First Class,DG-56831,Daniel Gute,Corporate,United States,Springfield,Idaho,68452,West,TEC-PH-66295468,Technology,Phones,Apple iPhone 8,51
275,RH-2017-710209,Jun,6/1/2017,6/3/2017,2,2017,Second Class,JT-30944,James Taylor,Corporate,United States,Jacksonville,Florida,42255,South,FUR-TA-61450066,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,20
276,MA-2017-136163,Apr,4/26/2017,4/30/2017,4,2017,Standard Class,MT-83775,Michael Taylor,Home Office,United States,Columbus,Ohio,10515,Central,TEC-PH-58555030,Technology,Phones,Android Smartphone,27
277,ID-2017-880304,Jul,7/19/2017,7/22/2017,3,2017,Second Class,MG-50000,Michael Gute,Consumer,United States,Eugene,Oregon,20393,West,FUR-TA-45272278,Furniture,Tables,Conference Room Table,107
278,SO-2018-428210,Jun,6/5/2018,6/11/2018,6,2018,Standard Class,JG-94127,Jessica Garcia,Corporate,United States,Greenville,Virginia,97574,East,TEC-AC-32919821,Technology,Accessories,USB-C Hub,55
279,KA-2015-103927,Nov,11/24/2015,11/27/2015,3,2015,Standard Class,LT-11825,Laura Taylor,Corporate,United States,Columbus,Georgia,93009,South,TEC-CO-77978977,Technology,Copiers,Brother Laser Copier,60
280,OR-2015-556510,Dec,12/26/2015,1/1/2016,6,2015,Standard Class,LT-45725,Laura Taylor,Consumer,United States,Riverside,South Dakota,39258,Central,TEC-CO-55861076,Technology,Copiers,Canon imageCLASS Copier,16
281,WI-2016-943312,Apr,4/8/2016,4/13/2016,5,2016,Standard Class,JM-91559,Jessica Moore,Home Office,United States,Buffalo,New York,33296,East,FUR-TA-13054557,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,28
282,NO-2017-331597,Mar,3/28/2017,3/30/2017,2,2017,Second Class,RG-65668,Robert Gute,Consumer,United States,Greenville,Mississippi,49277,South,OFF-PA-45918504,Office Supplies,Paper,Premium Photo Paper,44
283,AR-2018-542361,Jul,7/14/2018,7/18/2018,4,2018,Standard Class,DG-83557,Daniel Gute,Consumer,United States,Colorado Springs,Colorado,72093,West,FUR-CH-93574326,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",45
284,LO-2017-256399,Dec,12/19/2017,12/23/2017,4,2017,Standard Class,SJ-59586,Susan Jackson,Corporate,United States,Fairview,Hawaii,42114,West,TEC-CO-43650510,Technology,Copiers,HP OfficeJet Pro,15
285,OR-2017-151923,Nov,11/28/2017,12/4/2017,6,2017,Standard Class,EG-11607,Emily Gute,Consumer,United States,Springfield,Montana,16056,West,TEC-PH-47190970,Technology,Phones,Apple iPhone 8,60
286,SO-2019-172490,Jan,1/11/2019,1/12/2019,1,2019,First Class,SD-85604,Sarah Davis,Consumer,United States,Atlanta,Georgia,46251,South,OFF-PA-66156500,Office Supplies,Paper,Recycled Printer Paper,41
287,GE-2015-754309,Sep,9/25/2015,10/1/2015,6,2015,Standard Class,SJ-94741,Susan Jackson,Consumer,United States,Greenville,Nebraska,33452,Central,OFF-BI-82150731,Office Supplies,Binders,Basic 3 Ring Binder,72
288,MO-2017-877666,Feb,2/9/2017,2/12/2017,3,2017,Second Class,SA-94573,Sean Anderson,Consumer,United States,Riverside,West Virginia,39243,East,FUR-CH-70161499,Furniture,Chairs,Ergonomic Mesh Task Chair,27
289,MO-2017-228968,Jul,7/24/2017,7/25/2017,1,2017,First Class,EM-88792,Emily Miller,Corporate,United States,Fairview,Missouri,24665,Central,TEC-CO-86504924,Technology,Copiers,HP OfficeJet Pro,14
290,OH-2017-359486,Feb,2/17/2017,2/22/2017,5,2017,Standard Class,KG-85621,Karen Gute,Home Office,United States,Rochester,New York,69294,East,FUR-BO-20257352,Furniture,Bookcases,Sauder Classic Bookcase,22
291,PE-2019-275526,Apr,4/7/2019,4/9/2019,2,2019,Second Class,DM-33280,Daniel Miller,Corporate,United States,Fairview,Nevada,57396,West,OFF-ST-93213328,Office Supplies,Storage,Plastic Stackable Storage,17
292,MI-2016-124170,Jul,7/13/2016,7/17/2016,4,2016,Standard Class,CM-12245,Claire Martin,Consumer,United States,Fairview,Kentucky,34377,South,TEC-AC-91352972,Technology,Accessories,USB-C Hub,82
293,HA-2019-598087,Aug,8/10/2019,8/16/2019,6,2019,Standard Class,DM-62445,David Martinez,Corporate,United States,Greensboro,North Carolina,59847,South,FUR-CH-56723372,Furniture,Chairs,Global Deluxe Stacking Chair,8
294,RH-2016-729929,Oct,10/3/2016,10/5/2016,2,2016,Second Class,DJ-21468,David Jackson,Home Office,United States,Portland,Oregon,54343,West,TEC-PH-66226800,Technology,Phones,Cisco Unified IP Phone,40
295,AL-2017-683089,Nov,11/1/2017,11/2/2017,1,2017,First Class,CM-71425,Claire Miller,Corporate,United States,San Francisco,California,81636,West,TEC-PH-29153174,Technology,Phones,Android Smartphone,125
296,NO-2017-449247,Sep,9/11/2017,9/15/2017,4,2017,Standard Class,JM-31086,Jessica Miller,Consumer,United States,Fairview,Indiana,96037,Central,OFF-PA-50315268,Office Supplies,Paper,Hammermill Copy Paper,33
297,NE-2019-599508,May,5/1/2019,5/3/2019,2,2019,Second Class,RT-40906,Robert Thomas,Consumer,United States,San Diego,California,21760,West,TEC-CO-28243302,Technology,Copiers,Brother Laser Copier,91
298,OH-2017-184689,Sep,9/5/2017,9/9/2017,4,2017,Standard Class,LM-78942,Linda Martin,Home Office,United States,Fairview,Nebraska,89551,Central,FUR-TA-11977901,Furniture,Tables,Adjustable Height Table,15
299,IN-2016-238873,Aug,8/22/2016,8/24/2016,2,2016,Second Class,KJ-75510,Karen Jackson,Home Office,United States,Orlando,Florida,73431,South,FUR-CH-98281275,Furniture,Chairs,Global Deluxe Stacking Chair,15
300,OH-2015-938614,Nov,11/22/2015,11/24/2015,2,2015,Second Class,RG-84907,Robert Garcia,Consumer,United States,Erie,Pennsylvania,72329,East,TEC-AC-33323186,Technology,Accessories,USB-C Hub,126
301,IL-2016-785356,Apr,4/23/2016,4/25/2016,2,2016,Second Class,RS-99982,Robert Smith,Home Office,United States,Boston,Massachusetts,43686,East,TEC-PH-63379747,Technology,Phones,Apple iPhone 8,56
302,MA-2019-930464,Oct,10/10/2019,10/13/2019,3,2019,Second Class,ST-69035,Sean Thomas,Consumer,United States,Memphis,Tennessee,40951,South,TEC-CO-37022534,Technology,Copiers,Canon imageCLASS Copier,56
303,AR-2015-925011,Feb,2/25/2015,3/2/2015,5,2015,Standard Class,JG-54333,Jessica Gute,Consumer,United States,Greenville,Delaware,10507,East,TEC-CO-43355945,Technology,Copiers,HP OfficeJet Pro,27
304,SO-2019-684452,Feb,2/17/2019,2/20/2019,3,2019,Second Class,JJ-72239,James Johnson,Corporate,United States,Riverside,Hawaii,98397,West,TEC-PH-45798539,Technology,Phones,Cisco Unified IP Phone,56
305,WE-2017-935413,Mar,3/4/2017,3/7/2017,3,2017,Second Class,LM-56452,Laura Martin,Corporate,United States,Chandler,Arizona,64584,West,TEC-PH-40154205,Technology,Phones,Apple iPhone 8,27
306,KE-2015-475033,Oct,10/5/2015,10/8/2015,3,2015,Second Class,ET-53753,Emily Thomas,Consumer,United States,Greenville,Louisiana,46209,South,TEC-AC-67365977,Technology,Accessories,USB-C Hub,108
307,AR-2016-103254,Sep,9/21/2016,9/25/2016,4,2016,Standard Class,DT-73924,Daniel Thomas,Home Office,United States,Augusta,Georgia,58938,South,FUR-TA-96484263,Furniture,Tables,Conference Room Table,204
308,AL-2017-156313,Jan,1/6/2017,1/12/2017,6,2017,Standard Class,ST-58765,Susan Taylor,Home Office,United States,Phoenix,Arizona,13647,West,TEC-PH-48577118,Technology,Phones,Cisco Unified IP Phone,71
309,NE-2016-198538,Oct,10/16/2016,10/22/2016,6,2016,Standard Class,JA-90261,James Anderson,Consumer,United States,Greenville,Oklahoma,25628,South,FUR-CH-97599404,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",27
310,SO-2015-185818,Feb,2/28/2015,3/6/2015,6,2015,Standard Class,LM-77022,Linda Martin,Corporate,United States,Fairview,Wyoming,66101,West,TEC-PH-70101750,Technology,Phones,Android Smartphone,12
311,WI-2018-416531,Apr,4/1/2018,4/5/2018,4,2018,Standard Class,JM-44750,Jessica Miller,Corporate,United States,Riverside,Montana,56283,West,TEC-AC-64642256,Technology,Accessories,USB-C Hub,19
312,WY-2018-731143,Dec,12/1/2018,12/4/2018,3,2018,Standard Class,KT-62988,Karen Taylor,Corporate,United States,Greenville,District of Columbia,80835,East,FUR-TA-31339346,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,101
313,NO-2015-811583,Jul,7/28/2015,7/31/2015,3,2015,Second Class,KS-74421,Karen Smith,Home Office,United States,Greenville,Vermont,69286,East,FUR-BO-15662863,Furniture,Bookcases,Ikea Billy Bookcase,21
314,NO-2016-631191,Jul,7/18/2016,7/24/2016,6,2016,Standard Class,JG-35560,John Gute,Corporate,United States,Greenville,Kentucky,64128,South,TEC-PH-86674128,Technology,Phones,Cisco Unified IP Phone,42
315,MI-2016-231792,May,5/4/2016,5/5/2016,1,2016,First Class,JM-46552,James Miller,Consumer,United States,Riverside,Kansas,83373,Central,FUR-CH-61658295,Furniture,Chairs,Global Deluxe Stacking Chair,59
316,KE-2018-773110,Jul,7/27/2018,8/2/2018,6,2018,Standard Class,RM-24906,Robert Miller,Consumer,United States,Greenville,Montana,16143,West,FUR-CH-47297247,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",97
317,HA-2018-419321,Feb,2/25/2018,2/28/2018,3,2018,Second Class,LW-28930,Linda Wilson,Home Office,United States,Toledo,Ohio,72179,Central,TEC-AC-83077058,Technology,Accessories,Logitech Wireless Mouse,47
318,WI-2018-111694,May,5/17/2018,5/20/2018,3,2018,Standard Class,WD-75122,William Davis,Home Office,United States,Chattanooga,Tennessee,74402,South,TEC-CO-37952234,Technology,Copiers,Brother Laser Copier,42
319,AR-2019-352529,Feb,2/18/2019,2/22/2019,4,2019,Standard Class,SJ-75305,Sarah Johnson,Consumer,United States,Greenville,Iowa,34764,Central,TEC-CO-80525552,Technology,Copiers,Brother Laser Copier,55
320,NE-2018-397540,Mar,3/9/2018,3/12/2018,3,2018,Second Class,JJ-12358,James Johnson,Consumer,United States,Springfield,Alaska,27608,West,OFF-BI-39516744,Office Supplies,Binders,Avery Durable Ring Binders,23
321,LO-2016-346820,Sep,9/2/2016,9/3/2016,1,2016,First Class,LM-79880,Linda Martinez,Corporate,United States,Fairview,Idaho,29246,West,FUR-BO-92879305,Furniture,Bookcases,Ikea Billy Bookcase,28
322,IL-2015-830682,Jun,6/18/2015,6/23/2015,5,2015,Standard Class,EL-30256,Emily Lee,Consumer,United States,Fairview,Connecticut,27832,East,FUR-CH-34117018,Furniture,Chairs,Ergonomic Mesh Task Chair,51
323,OR-2018-783932,Feb,2/9/2018,2/13/2018,4,2018,Standard Class,SG-19520,Susan Garcia,Consumer,United States,Springfield,Rhode Island,57139,East,OFF-BI-22379870,Office Supplies,Binders,Basic 3 Ring Binder,37
324,PE-2019-725996,May,5/20/2019,5/22/2019,2,2019,Second Class,LM-92374,Laura Martinez,Home Office,United States,Greenville,Maryland,22206,East,TEC-AC-72828703,Technology,Accessories,Logitech Wireless Mouse,190
325,CO-2019-225104,Dec,12/26/2019,12/28/2019,2,2019,Second Class,RL-56341,Robert Lee,Home Office,United States,Riverside,Utah,69335,West,FUR-CH-24656252,Furniture,Chairs,Global Deluxe Stacking Chair,52
326,OK-2016-827049,Mar,3/1/2016,3/5/2016,4,2016,Standard Class,WM-74811,William Moore,Home Office,United States,Riverside,Idaho,19456,West,FUR-BO-95442673,Furniture,Bookcases,Bush Somerset Collection Bookcase,79
327,SO-2016-709457,Jan,1/18/2016,1/23/2016,5,2016,Standard Class,WW-58418,William Wilson,Corporate,United States,Riverside,West Virginia,12420,East,OFF-BI-68999959,Office Supplies,Binders,Basic 3 Ring Binder,17
328,CO-2015-275353,Feb,2/7/2015,2/10/2015,3,2015,Standard Class,SM-78425,Susan Miller,Consumer,United States,Miami,Florida,38735,South,FUR-CH-30777459,Furniture,Chairs,Global Deluxe Stacking Chair,54
329,MA-2015-683283,Nov,11/27/2015,11/28/2015,1,2015,First Class,MM-32293,Michael Martinez,Home Office,United States,Greenville,Michigan,27267,Central,OFF-PA-28793703,Office Supplies,Paper,Premium Photo Paper,21
330,MA-2017-535159,Nov,11/8/2017,11/14/2017,6,2017,Standard Class,DG-42340,Daniel Gute,Consumer,United States,Greenville,Vermont,98978,East,OFF-ST-93148752,Office Supplies,Storage,Plastic Stackable Storage,42
331,WY-2017-495414,Aug,8/19/2017,8/22/2017,3,2017,Standard Class,RG-65114,Robert Garcia,Consumer,United States,Columbus,Georgia,37269,South,FUR-TA-64707211,Furniture,Tables,Adjustable Height Table,60
332,HA-2016-200910,Mar,3/17/2016,3/17/2016,0,2016,Same Day,WG-78085,William Garcia,Home Office,United States,Springfield,Kansas,29985,Central,TEC-CO-90436239,Technology,Copiers,Canon imageCLASS Copier,55
333,ID-2016-566473,Jul,7/12/2016,7/17/2016,5,2016,Standard Class,ES-86296,Emily Smith,Corporate,United States,Greenville,Nebraska,27709,Central,FUR-BO-19920268,Furniture,Bookcases,Bush Somerset Collection Bookcase,168
334,DE-2019-189938,Oct,10/21/2019,10/25/2019,4,2019,Standard Class,DA-81819,David Anderson,Home Office,United States,Cincinnati,Ohio,43646,Central,TEC-CO-93285296,Technology,Copiers,HP OfficeJet Pro,125
335,WE-2017-247827,Jul,7/22/2017,7/28/2017,6,2017,Standard Class,DT-55848,David Thomas,Consumer,United States,Greenville,North Dakota,64525,Central,FUR-TA-56804437,Furniture,Tables,Adjustable Height Table,81
336,WA-2019-219291,Oct,10/18/2019,10/24/2019,6,2019,Standard Class,CW-34581,Claire Wilson,Home Office,United States,Riverside,Virginia,80374,East,OFF-ST-70157971,Office Supplies,Storage,Fellowes Bankers Box,52
337,VE-2019-958696,Apr,4/23/2019,4/28/2019,5,2019,Standard Class,DG-91473,David Garcia,Corporate,United States,Greenville,Wisconsin,42811,Central,TEC-PH-43558792,Technology,Phones,Android Smartphone,153
338,HA-2016-356377,Sep,9/28/2016,10/3/2016,5,2016,Standard Class,JM-92729,Jessica Martinez,Corporate,United States,Riverside,Wisconsin,66336,Central,TEC-CO-15322628,Technology,Copiers,Canon imageCLASS Copier,22
339,HA-2016-419683,Feb,2/12/2016,2/15/2016,3,2016,Second Class,KD-43436,Karen Davis,Home Office,United States,Greenville,North Dakota,53384,Central,FUR-BO-96217518,Furniture,Bookcases,Bush Somerset Collection Bookcase,90
340,NE-2019-389872,Dec,12/16/2019,12/19/2019,3,2019,Second Class,JT-24708,James Taylor,Consumer,United States,Fairview,Mississippi,86183,South,FUR-CH-99513848,Furniture,Chairs,Global Deluxe Stacking Chair,22
341,IO-2018-908424,Dec,12/1/2018,12/4/2018,3,2018,Standard Class,KB-68202,Karen Brown,Corporate,United States,Cambridge,Massachusetts,61213,East,FUR-TA-42809216,Furniture,Tables,Conference Room Table,28
342,FL-2016-606668,Jan,1/24/2016,1/26/2016,2,2016,Second Class,CT-76823,Claire Thomas,Corporate,United States,Springfield,Kansas,36089,Central,FUR-BO-94948112,Furniture,Bookcases,Bush Somerset Collection Bookcase,56
343,NE-2018-927242,May,5/16/2018,5/19/2018,3,2018,Standard Class,SS-66477,Susan Smith,Corporate,United States,Eugene,Oregon,73322,West,OFF-BI-53500658,Office Supplies,Binders,Avery Durable Ring Binders,69
344,OK-2017-369932,Jun,6/13/2017,6/14/2017,1,2017,First Class,MM-79770,Michael Martin,Home Office,United States,Naperville,Illinois,83804,Central,FUR-CH-81079828,Furniture,Chairs,Global Deluxe Stacking Chair,20
345,ID-2019-203351,Dec,12/3/2019,12/7/2019,4,2019,Standard Class,LM-94462,Linda Martinez,Corporate,United States,Springfield,Mississippi,51889,South,FUR-BO-54929975,Furniture,Bookcases,Sauder Classic Bookcase,29
346,TE-2016-600596,Oct,10/27/2016,10/30/2016,3,2016,Second Class,CL-10201,Claire Lee,Consumer,United States,Riverside,Minnesota,98846,Central,OFF-BI-13346100,Office Supplies,Binders,Cardinal Heavyweight Binders,35
347,MA-2019-410982,Aug,8/12/2019,8/15/2019,3,2019,Standard Class,DM-35890,Daniel Martinez,Consumer,United States,New York City,New York,89117,East,FUR-BO-56679640,Furniture,Bookcases,Sauder Classic Bookcase,36
348,PE-2019-821715,Feb,2/20/2019,2/22/2019,2,2019,Second Class,MA-26227,Michael Anderson,Home Office,United States,Springfield,Michigan,27725,Central,OFF-BI-21677180,Office Supplies,Binders,Cardinal Heavyweight Binders,55
349,WI-2015-891480,Jun,6/5/2015,6/11/2015,6,2015,Standard Class,RW-31597,Robert Wilson,Home Office,United States,Greenville,Delaware,80807,East,FUR-CH-82434314,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",312
350,MA-2015-525315,May,5/28/2015,5/30/2015,2,2015,Second Class,SB-63298,Susan Brown,Home Office,United States,Greenville,Vermont,64085,East,TEC-PH-64700973,Technology,Phones,Cisco Unified IP Phone,68
351,ID-2017-974222,Apr,4/6/2017,4/9/2017,3,2017,Standard Class,MD-58909,Michael Davis,Consumer,United States,Riverside,Alaska,58132,West,TEC-AC-16237600,Technology,Accessories,USB-C Hub,34
352,WE-2015-597711,Sep,9/6/2015,9/7/2015,1,2015,First Class,WW-22429,William Wilson,Consumer,United States,Riverside,Wisconsin,56253,Central,TEC-PH-77727551,Technology,Phones,Apple iPhone 8,24
353,NE-2016-343828,Dec,12/26/2016,12/31/2016,5,2016,Standard Class,WJ-35785,William Johnson,Corporate,United States,Fairview,New Mexico,86806,West,FUR-CH-58273216,Furniture,Chairs,Ergonomic Mesh Task Chair,33
354,FL-2017-540077,Dec,12/28/2017,12/31/2017,3,2017,Second Class,CM-37731,Claire Martin,Corporate,United States,Fairview,Vermont,64977,East,TEC-PH-64312522,Technology,Phones,Android Smartphone,30
355,MI-2019-133579,Mar,3/7/2019,3/8/2019,1,2019,First Class,DJ-82056,David Jackson,Consumer,United States,Augusta,Georgia,58393,South,FUR-TA-69827523,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,53
356,PE-2019-823600,May,5/15/2019,5/15/2019,0,2019,Same Day,LM-43479,Laura Miller,Corporate,United States,Riverside,North Dakota,14397,Central,TEC-PH-10873883,Technology,Phones,Android Smartphone,69
357,AR-2015-191291,Nov,11/23/2015,11/29/2015,6,2015,Standard Class,SW-10509,Sarah Wilson,Consumer,United States,Fairview,New Hampshire,50346,East,OFF-ST-55415196,Office Supplies,Storage,Fellowes Bankers Box,25
358,AR-2019-377873,Aug,8/27/2019,9/2/2019,6,2019,Standard Class,JT-84585,Jessica Taylor,Consumer,United States,Raleigh,North Carolina,91722,South,OFF-BI-13981364,Office Supplies,Binders,Avery Durable Ring Binders,109
359,NE-2015-608784,Aug,8/12/2015,8/18/2015,6,2015,Standard Class,JJ-37859,John Johnson,Consumer,United States,Bellevue,Washington,74055,West,FUR-BO-77515052,Furniture,Bookcases,Ikea Billy Bookcase,26
360,CO-2018-138677,May,5/16/2018,5/21/2018,5,2018,Standard Class,MB-37160,Michael Brown,Consumer,United States,Orlando,Florida,14585,South,TEC-AC-47733076,Technology,Accessories,USB-C Hub,49
361,WA-2019-171385,Feb,2/21/2019,2/23/2019,2,2019,Second Class,KG-34767,Karen Gute,Consumer,United States,Greenville,Maryland,89558,East,TEC-CO-93489517,Technology,Copiers,Brother Laser Copier,78
362,WY-2019-726504,Aug,8/22/2019,8/22/2019,0,2019,Same Day,ES-89011,Emily Smith,Home Office,United States,Fairview,Arkansas,84399,South,OFF-ST-62283063,Office Supplies,Storage,Desktop File Organizer,57
363,MA-2016-164599,Jul,7/24/2016,7/24/2016,0,2016,Same Day,DJ-60541,Daniel Jackson,Corporate,United States,Jacksonville,Florida,59201,South,TEC-CO-64881860,Technology,Copiers,HP OfficeJet Pro,114
364,WA-2019-529374,Dec,12/18/2019,12/24/2019,6,2019,Standard Class,SJ-51224,Sean Jackson,Home Office,United States,Springfield,Michigan,12016,Central,TEC-CO-98108402,Technology,Copiers,Brother Laser Copier,69
365,LO-2015-404825,Jun,6/4/2015,6/6/2015,2,2015,Second Class,DD-54485,Daniel Davis,Consumer,United States,Greenville,Wisconsin,60618,Central,FUR-CH-69461079,Furniture,Chairs,Ergonomic Mesh Task Chair,75
366,NE-2017-305271,Oct,10/28/2017,10/29/2017,1,2017,First Class,KL-59924,Karen Lee,Consumer,United States,Springfield,North Dakota,14912,Central,TEC-PH-83807482,Technology,Phones,Cisco Unified IP Phone,36
367,VI-2017-269900,Sep,9/26/2017,9/27/2017,1,2017,First Class,SG-21781,Sarah Gute,Consumer,United States,Greenville,Hawaii,38833,West,OFF-BI-87544343,Office Supplies,Binders,Avery Durable Ring Binders,57
368,NO-2016-787069,Nov,11/24/2016,11/28/2016,4,2016,Standard Class,LW-97628,Laura Wilson,Corporate,United States,Colorado Springs,Colorado,66601,West,OFF-PA-44814933,Office Supplies,Paper,Recycled Printer Paper,57
369,MA-2015-956387,Jul,7/3/2015,7/9/2015,6,2015,Standard Class,JA-90910,Jessica Anderson,Consumer,United States,Fairview,Maryland,92161,East,FUR-CH-38908231,Furniture,Chairs,Global Deluxe Stacking Chair,99
370,NE-2018-226161,Jan,1/7/2018,1/8/2018,1,2018,First Class,DB-57517,Daniel Brown,Corporate,United States,Riverside,Rhode Island,42201,East,TEC-CO-74457898,Technology,Copiers,HP OfficeJet Pro,19
